EmpNo,satisfaction_level,last_evaluation,number_project,average_montly_hours,time_spend_company,Work_accident,left,promotion_last_5years,Dept,salary
A7464,0.5,0.78,4,208,3,1,0,0,technical,medium
A7465,0.58,0.72,3,113,3,1,0,0,management,medium
A7466,0.83,0.81,4,209,4,0,0,0,IT,medium
A7467,0.57,0.42,2,248,4,0,0,0,IT,medium
A7468,0.51,0.83,5,161,3,0,0,0,IT,low
A7469,0.65,0.96,2,246,2,1,0,0,IT,low
A7470,0.52,0.41,3,283,3,0,0,0,IT,low
A7471,0.77,0.7,3,145,2,0,0,0,product_mng,low
A7472,0.42,0.77,3,270,3,0,0,0,product_mng,low
A7473,0.68,0.79,4,273,4,0,0,0,product_mng,low
A7474,0.83,0.92,4,187,6,1,0,0,product_mng,low
A7475,0.66,0.63,3,166,3,0,0,0,IT,high
A7476,0.75,0.57,3,158,2,1,0,0,RandD,low
A7477,0.65,0.48,4,229,3,0,0,0,RandD,high
A7478,0.49,0.6,3,191,3,1,0,0,RandD,high
A7479,0.77,0.96,3,232,2,1,0,0,RandD,low
A7480,0.65,0.97,3,198,3,0,0,0,RandD,low
A7481,0.65,0.49,5,238,4,0,0,0,marketing,high
A7482,0.44,0.58,2,157,2,0,0,0,sales,low
A7483,0.61,0.72,4,134,2,0,0,0,accounting,medium
A7484,0.98,0.89,3,150,3,0,0,0,support,high
A7485,0.68,0.88,5,256,2,0,0,0,technical,medium
A7486,0.58,0.5,3,208,3,0,0,0,management,medium
A7487,0.81,0.92,3,136,3,0,0,0,marketing,medium
A7488,0.76,0.5,4,136,3,0,0,0,marketing,medium
A7489,0.14,0.93,4,180,4,0,0,0,marketing,high
A7490,0.49,0.91,3,227,3,0,0,0,sales,medium
A7491,0.97,0.78,5,156,3,0,0,0,sales,medium
A7492,0.91,0.6,4,133,4,1,0,0,sales,medium
A7493,0.15,0.98,2,96,2,0,0,0,sales,high
A7494,0.82,0.63,3,171,3,0,0,0,sales,medium
A7495,0.67,0.87,3,177,4,0,0,0,sales,high
A7496,0.5,0.96,4,274,3,0,0,0,sales,low
A7497,0.57,0.39,2,145,3,0,0,0,sales,medium
A7498,0.99,0.94,5,221,2,0,0,0,sales,medium
A7499,0.97,0.94,3,202,2,0,0,0,sales,medium
A7500,0.93,0.58,5,238,2,0,0,0,sales,medium
A7501,0.62,0.6,4,170,2,0,0,0,sales,low
A7502,0.62,0.51,4,208,2,1,0,0,sales,low
A7503,0.96,0.61,4,199,3,0,0,0,sales,low
A7504,0.98,0.96,4,253,3,0,0,0,sales,low
A7505,0.52,0.57,4,239,3,0,0,0,sales,low
A7506,0.56,0.77,5,279,4,0,0,0,sales,low
A7507,0.14,0.41,6,114,3,0,0,0,sales,low
A7508,0.29,0.38,6,105,5,0,0,0,sales,low
A7509,0.76,0.81,4,193,3,1,0,0,accounting,low
A7510,0.39,0.58,3,152,3,1,0,0,accounting,low
A7511,0.96,0.72,4,228,2,0,0,0,accounting,high
A7512,0.84,0.93,3,242,4,0,0,0,hr,low
A7513,0.81,0.62,4,197,3,0,0,0,hr,low
A7514,0.51,0.51,5,222,4,0,0,0,hr,low
A7515,0.87,0.75,3,222,3,0,0,0,hr,low
A7516,0.94,0.77,5,233,4,0,0,0,technical,high
A7517,0.69,0.97,4,264,3,0,0,0,technical,low
A7518,0.44,0.53,3,132,3,1,0,0,technical,low
A7519,0.85,0.55,5,182,3,0,0,0,technical,low
A7520,0.18,0.86,6,264,3,0,0,0,technical,high
A7521,0.91,0.74,6,253,2,0,0,0,technical,low
A7522,0.81,0.83,3,193,3,0,0,0,technical,medium
A7523,0.82,0.59,5,143,2,1,0,0,technical,high
A7524,0.48,0.79,3,180,2,0,0,0,technical,medium
A7525,0.92,0.84,3,220,3,1,0,0,technical,high
A7526,0.94,0.88,5,150,4,0,0,0,technical,medium
A7527,1,0.56,3,182,3,0,0,0,support,medium
A7528,0.96,0.91,3,257,3,0,0,0,support,medium
A7529,0.24,0.74,3,269,4,1,0,0,support,medium
A7530,0.62,0.89,5,243,3,0,0,0,support,medium
A7531,0.55,0.76,4,257,3,0,0,0,support,medium
A7532,0.82,0.52,5,233,2,0,0,0,support,medium
A7533,0.62,0.56,4,267,4,0,0,0,support,medium
A7534,0.61,0.69,4,160,2,1,0,0,support,high
A7535,0.72,0.52,3,143,4,1,0,0,support,low
A7536,0.45,0.76,4,143,2,1,0,0,support,medium
A7537,0.51,0.93,3,162,4,0,0,0,support,medium
A7538,0.42,0.53,3,181,5,0,0,0,technical,medium
A7539,0.69,0.64,3,286,3,0,0,0,technical,medium
A7540,0.61,0.66,2,111,3,0,0,0,technical,medium
A7541,0.5,0.98,5,177,4,0,0,0,management,medium
A7542,0.25,0.68,4,279,5,1,0,0,IT,medium
A7543,0.88,0.89,4,135,3,0,0,0,IT,medium
A7544,0.81,0.66,3,160,2,0,0,0,IT,medium
A7545,0.75,0.77,3,178,4,0,0,0,IT,high
A7546,0.77,0.8,3,147,3,0,0,0,IT,low
A7547,0.55,0.72,3,204,2,0,0,0,product_mng,low
A7548,0.7,0.73,5,151,2,0,0,0,product_mng,low
A7549,0.96,0.78,3,209,2,0,0,0,product_mng,high
A7550,0.18,0.73,6,225,4,0,0,0,product_mng,low
A7551,0.22,0.62,6,142,3,0,0,0,IT,low
A7552,0.95,0.49,3,158,2,0,0,0,RandD,low
A7553,0.37,0.71,2,139,4,0,0,0,RandD,high
A7554,0.84,0.45,3,263,2,0,0,0,RandD,low
A7555,0.8,0.68,3,160,3,0,0,0,RandD,low
A7556,0.57,0.55,2,173,2,0,0,0,RandD,low
A7557,0.98,0.63,3,169,2,0,0,0,marketing,low
A7558,0.95,0.62,3,161,3,0,0,0,sales,low
A7559,0.8,0.65,4,172,3,1,0,0,accounting,low
A7560,0.52,0.7,3,257,3,0,0,0,support,low
A7561,0.31,0.62,2,139,3,0,0,0,technical,medium
A7562,0.71,0.59,5,245,2,0,0,0,management,medium
A7563,0.71,0.85,3,260,3,0,0,0,marketing,medium
A7564,0.5,0.96,5,229,4,0,0,0,marketing,medium
A7565,0.95,0.9,2,129,5,0,0,0,marketing,medium
A7566,0.95,0.77,3,184,4,0,0,0,sales,medium
A7567,0.65,0.85,4,204,3,0,0,0,sales,medium
A7568,0.94,0.72,3,152,2,1,0,0,sales,medium
A7569,0.72,0.85,4,142,3,0,0,0,sales,medium
A7570,0.94,0.79,4,136,2,0,0,0,sales,medium
A7571,0.79,0.94,4,216,4,0,0,0,sales,medium
A7572,0.6,0.58,3,201,3,0,0,0,sales,medium
A7573,0.62,0.76,4,163,3,0,0,0,sales,high
A7574,0.94,0.74,4,224,5,0,0,0,sales,low
A7575,0.24,0.5,4,209,3,0,0,0,sales,medium
A7576,0.17,0.71,5,257,4,1,0,0,sales,medium
A7577,0.66,0.83,4,234,4,0,0,0,sales,medium
A7578,0.65,0.56,3,221,2,0,0,0,sales,medium
A7579,0.51,0.62,2,186,2,0,0,0,sales,low
A7580,0.41,0.75,4,199,3,0,0,0,sales,low
A7581,0.98,0.99,3,235,3,0,0,0,sales,low
A7582,0.96,0.55,5,211,2,0,0,0,sales,low
A7583,0.55,0.97,4,136,4,0,0,0,sales,low
A7584,0.99,0.71,4,155,3,0,0,0,sales,low
A7585,0.51,0.98,4,269,3,0,0,0,accounting,low
A7586,0.74,0.9,3,285,3,0,0,0,accounting,low
A7587,0.81,0.87,5,241,3,0,0,0,accounting,low
A7588,0.51,0.87,3,180,4,0,0,0,hr,low
A7589,0.53,0.55,5,224,2,1,0,0,hr,low
A7590,0.67,0.48,6,107,2,1,0,0,hr,low
A7591,0.68,0.64,2,167,2,0,0,0,hr,low
A7592,0.69,0.63,3,137,3,0,0,0,technical,low
A7593,0.71,0.65,4,239,3,0,0,0,technical,low
A7594,0.64,0.56,3,239,3,0,0,0,technical,low
A7595,0.62,0.58,3,148,2,1,0,0,technical,low
A7596,0.81,0.5,4,231,3,1,0,0,technical,low
A7597,0.84,0.54,4,179,2,0,0,0,technical,low
A7598,1,0.67,3,181,2,0,0,0,technical,low
A7599,0.72,0.73,5,184,4,1,0,0,technical,low
A7600,0.57,0.67,3,207,2,0,0,0,technical,medium
A7601,0.73,0.99,4,152,4,0,0,0,technical,medium
A7602,0.91,0.59,4,133,4,0,0,0,technical,medium
A7603,0.98,0.85,4,178,3,0,0,0,support,medium
A7604,0.58,0.95,4,173,3,0,0,0,support,medium
A7605,0.73,0.52,2,113,5,1,0,0,support,medium
A7606,0.96,0.95,3,236,2,0,0,0,support,medium
A7607,0.57,0.98,3,188,5,0,0,0,support,medium
A7608,0.77,0.73,3,269,2,0,0,0,support,medium
A7609,0.3,0.85,2,203,3,0,0,0,support,medium
A7610,0.85,0.75,3,214,3,0,0,0,support,medium
A7611,0.49,0.83,2,185,6,0,0,0,support,medium
A7612,0.77,0.43,4,265,6,0,0,0,support,high
A7613,1,0.99,4,184,4,0,0,0,support,low
A7614,0.85,0.74,3,157,3,0,0,0,technical,medium
A7615,0.87,0.75,3,258,3,0,0,0,technical,medium
A7616,0.9,0.79,3,222,6,1,0,0,technical,medium
A7617,0.71,0.8,5,248,4,0,0,0,management,medium
A7618,0.59,0.56,5,162,4,0,0,0,IT,low
A7619,0.85,0.74,3,250,3,1,0,0,IT,low
A7620,0.72,0.82,4,231,3,0,0,0,IT,low
A7621,0.73,0.65,3,165,3,0,0,0,IT,low
A7622,0.9,0.54,3,272,2,0,0,0,IT,low
A7623,0.59,0.65,4,177,2,0,0,0,product_mng,low
A7624,0.52,0.9,3,133,3,0,0,0,product_mng,low
A7625,0.85,0.49,4,159,3,0,0,0,product_mng,low
A7626,0.35,0.4,3,130,3,0,0,0,product_mng,low
A7627,0.7,0.68,3,185,4,0,0,0,IT,low
A7628,0.58,0.86,3,182,3,0,0,0,RandD,low
A7629,0.89,0.5,2,238,4,0,0,0,RandD,low
A7630,0.54,0.63,3,211,3,0,0,0,RandD,low
A7631,0.55,0.89,4,209,3,0,0,0,RandD,low
A7632,0.77,0.62,5,190,3,0,0,0,RandD,low
A7633,0.55,0.61,4,272,4,1,0,0,marketing,low
A7634,0.6,0.77,3,202,3,0,0,0,sales,low
A7635,0.75,0.9,4,185,3,0,0,0,accounting,low
A7636,0.57,0.88,3,176,3,0,0,0,support,low
A7637,0.69,0.94,4,239,3,0,0,0,technical,low
A7638,0.87,0.98,4,238,3,1,0,0,management,low
A7639,0.69,0.36,5,269,6,1,0,0,marketing,medium
A7640,0.58,0.92,3,232,5,0,0,0,marketing,medium
A7641,0.87,0.64,2,148,6,1,0,0,marketing,medium
A7642,0.71,0.77,3,149,2,0,0,0,sales,medium
A7643,0.74,0.78,4,203,2,0,0,0,sales,medium
A7644,0.75,0.53,5,235,3,0,0,0,sales,medium
A7645,0.5,0.54,2,269,2,1,0,0,sales,medium
A7646,0.59,0.86,4,260,2,0,0,0,sales,medium
A7647,0.81,0.84,3,216,3,0,0,0,sales,medium
A7648,0.34,0.55,3,136,2,1,0,0,sales,medium
A7649,0.53,0.87,5,158,3,0,0,0,sales,medium
A7650,0.94,0.85,4,180,4,0,0,0,sales,medium
A7651,0.76,0.77,5,133,2,0,0,0,sales,high
A7652,0.2,0.58,5,199,4,0,0,0,sales,low
A7653,0.97,0.67,3,169,2,1,0,0,sales,medium
A7654,0.96,0.72,3,195,2,0,0,0,sales,medium
A7655,0.81,0.5,5,205,3,0,0,0,sales,medium
A7656,0.2,0.48,4,156,4,1,0,0,sales,medium
A7657,0.53,0.71,3,125,2,1,0,0,sales,low
A7658,0.75,0.76,3,171,4,0,0,0,sales,low
A7659,0.55,0.91,4,199,3,0,0,0,sales,low
A7660,0.58,0.65,5,187,2,0,0,0,sales,low
A7661,0.99,0.64,4,218,4,0,0,0,accounting,low
A7662,0.96,0.86,4,268,3,0,0,0,accounting,low
A7663,0.82,0.92,3,257,2,0,0,0,accounting,low
A7664,0.88,0.77,4,224,5,1,0,0,hr,low
A7665,0.78,0.97,4,221,4,0,0,0,hr,low
A7666,0.46,0.47,6,101,5,0,0,0,hr,low
A7667,0.88,0.59,3,224,2,0,0,0,hr,low
A7668,0.91,0.55,3,223,4,1,0,0,technical,low
A7669,0.6,0.68,4,271,4,0,0,0,technical,low
A7670,0.82,0.51,3,210,2,0,0,0,technical,low
A7671,0.67,0.56,4,241,3,0,0,0,technical,low
A7672,0.55,0.61,3,209,3,0,0,0,technical,low
A7673,0.73,0.62,5,186,4,0,0,0,technical,low
A7674,0.59,0.68,4,273,2,0,0,0,technical,low
A7675,0.4,0.65,6,172,2,1,0,0,technical,low
A7676,0.56,0.99,3,209,2,0,0,0,technical,low
A7677,0.87,0.57,4,175,2,1,0,0,technical,low
A7678,0.5,0.53,5,239,3,0,0,0,technical,medium
A7679,0.98,0.79,4,231,4,0,0,0,support,medium
A7680,0.71,0.96,4,131,3,0,0,0,support,medium
A7681,0.72,0.89,4,217,3,0,0,0,support,medium
A7682,0.5,0.83,4,242,2,0,0,0,support,medium
A7683,0.89,0.56,3,224,2,0,0,0,support,medium
A7684,0.56,0.68,3,208,3,1,0,0,support,medium
A7685,0.32,0.55,4,167,5,0,0,0,support,medium
A7686,0.96,0.88,5,269,2,0,0,0,support,medium
A7687,0.67,0.92,4,156,2,0,0,0,support,medium
A7688,0.26,0.7,3,238,6,0,0,0,support,medium
A7689,0.51,0.9,5,193,4,0,0,0,support,medium
A7690,0.16,0.78,4,196,5,0,0,0,technical,high
A7691,0.77,0.71,5,233,2,0,0,0,technical,low
A7692,0.67,0.52,2,152,5,0,0,0,technical,medium
A7693,0.36,0.77,4,252,2,0,0,0,management,medium
A7694,0.69,0.82,3,262,5,1,0,0,IT,medium
A7695,0.72,0.76,3,261,4,0,0,0,IT,medium
A7696,0.72,0.81,4,144,2,0,0,0,IT,low
A7697,0.88,0.95,4,234,3,0,0,0,IT,low
A7698,0.91,0.55,2,234,2,0,0,0,IT,low
A7699,0.96,0.6,4,170,2,1,0,0,product_mng,low
A7700,0.49,0.8,3,238,4,0,0,0,product_mng,low
A7701,0.59,0.97,5,242,3,0,0,0,product_mng,low
A7702,0.8,0.87,4,209,3,0,0,0,product_mng,low
A7703,0.91,0.67,4,206,3,0,0,0,IT,low
A7704,0.18,0.79,4,240,5,0,0,0,RandD,low
A7705,0.94,0.58,5,215,2,0,0,0,RandD,low
A7706,0.44,0.61,3,147,4,0,0,0,RandD,low
A7707,0.96,0.59,2,265,2,0,0,0,RandD,low
A7708,0.55,0.97,4,162,3,0,0,0,RandD,low
A7709,0.99,0.54,4,239,3,0,0,0,marketing,low
A7710,0.75,0.88,3,224,2,0,0,0,sales,low
A7711,0.66,0.78,4,256,3,0,0,0,accounting,low
A7712,0.96,0.57,3,263,3,0,0,0,support,low
A7713,0.6,0.86,6,272,4,0,0,0,technical,low
A7714,0.64,0.78,4,159,4,0,0,0,management,medium
A7715,0.85,0.8,4,219,2,0,0,0,marketing,medium
A7716,0.3,0.53,3,210,6,0,0,0,marketing,medium
A7717,0.74,0.95,4,237,3,1,0,0,marketing,medium
A7718,0.14,0.8,5,226,3,0,0,0,sales,medium
A7719,0.93,0.76,3,212,3,0,0,0,sales,medium
A7720,0.75,0.48,3,250,5,0,0,0,sales,medium
A7721,0.58,0.63,4,171,3,0,0,0,sales,medium
A7722,0.59,0.6,3,149,4,0,0,0,sales,medium
A7723,0.2,0.9,5,228,6,0,0,0,sales,medium
A7724,1,0.84,3,215,2,0,0,0,sales,medium
A7725,0.51,0.51,3,272,3,0,0,0,sales,medium
A7726,0.16,0.72,4,192,6,0,0,0,sales,high
A7727,0.77,0.56,5,226,4,0,0,0,sales,low
A7728,0.61,0.47,2,149,3,0,0,0,sales,medium
A7729,0.73,0.51,3,244,2,0,0,0,sales,medium
A7730,0.52,0.85,4,193,3,0,0,0,sales,medium
A7731,0.13,0.72,4,247,3,0,0,0,sales,medium
A7732,0.73,0.62,3,181,3,0,0,0,sales,low
A7733,0.39,0.68,2,137,3,1,0,0,sales,low
A7734,0.92,0.8,3,211,4,0,0,0,sales,low
A7735,0.34,0.78,5,137,4,0,0,0,sales,low
A7736,0.94,0.51,4,229,2,1,0,0,sales,low
A7737,0.82,0.65,4,168,3,0,0,0,accounting,low
A7738,0.26,0.69,4,180,3,1,0,0,accounting,low
A7739,0.78,0.53,4,177,2,0,0,0,accounting,low
A7740,0.61,0.95,4,191,2,0,0,0,hr,low
A7741,0.5,0.53,3,191,2,1,0,0,hr,low
A7742,0.52,0.96,4,125,3,0,0,0,hr,low
A7743,0.89,0.79,4,152,3,0,0,0,hr,low
A7744,0.85,0.52,4,174,2,0,0,0,technical,low
A7745,0.62,0.86,4,135,3,0,0,0,technical,low
A7746,0.38,0.67,2,117,3,0,0,0,technical,low
A7747,0.55,0.49,2,180,5,1,0,0,technical,low
A7748,0.83,0.84,4,146,3,0,0,0,technical,low
A7749,0.62,0.65,3,249,3,0,0,0,technical,low
A7750,0.6,0.54,3,136,3,1,0,0,technical,low
A7751,0.62,0.5,4,198,3,1,0,0,technical,low
A7752,0.23,0.88,5,201,3,0,0,0,technical,low
A7753,0.13,0.74,6,132,4,1,0,0,technical,medium
A7754,0.96,0.63,4,142,4,0,0,0,technical,medium
A7755,0.5,0.74,5,256,3,1,0,0,support,medium
A7756,0.66,0.72,3,135,2,0,0,0,support,medium
A7757,0.61,0.72,4,209,2,0,0,0,support,medium
A7758,0.45,0.48,5,287,5,0,0,0,support,medium
A7759,0.5,0.95,4,222,3,1,0,0,support,medium
A7760,0.75,0.82,3,227,2,0,0,0,support,medium
A7761,0.88,0.5,4,162,2,0,0,0,support,medium
A7762,0.49,0.79,5,206,2,0,0,0,support,medium
A7763,0.82,0.87,5,273,6,0,0,0,support,medium
A7764,0.92,0.65,4,135,3,0,0,0,support,medium
A7765,0.4,0.85,5,99,2,1,0,0,support,high
A7766,0.36,0.61,4,166,4,0,0,0,technical,low
A7767,0.8,0.99,5,187,3,1,0,0,technical,medium
A7768,0.68,0.65,4,134,3,0,0,0,technical,medium
A7769,0.54,0.45,4,137,3,1,0,0,management,medium
A7770,0.73,0.69,3,175,2,0,0,0,IT,medium
A7771,0.64,0.49,5,188,2,0,0,0,IT,low
A7772,0.12,0.39,5,161,4,0,0,0,IT,low
A7773,0.6,0.7,4,145,6,0,0,0,IT,low
A7774,0.36,0.62,4,111,6,0,0,0,IT,low
A7775,0.63,0.76,3,176,2,0,0,0,product_mng,low
A7776,0.67,0.94,2,192,3,0,0,0,product_mng,low
A7777,0.83,0.9,3,179,2,1,0,0,product_mng,low
A7778,0.48,0.9,4,224,3,0,0,0,product_mng,low
A7779,0.89,0.56,4,241,5,0,0,0,IT,low
A7780,0.71,0.96,3,201,3,0,0,0,RandD,low
A7781,0.31,0.59,4,138,2,0,0,0,RandD,low
A7782,0.89,0.84,5,168,2,0,0,0,RandD,low
A7783,0.38,0.51,2,120,3,0,0,0,RandD,low
A7784,0.88,0.92,3,179,3,0,0,0,RandD,low
A7785,0.64,0.85,3,250,3,0,0,0,marketing,low
A7786,0.65,0.74,4,237,3,1,0,0,sales,low
A7787,0.65,0.81,4,192,3,0,0,0,accounting,low
A7788,0.54,0.97,4,258,3,0,0,0,support,low
A7789,0.69,0.76,4,257,4,0,0,0,technical,low
A7790,0.77,0.78,2,271,3,0,0,0,management,low
A7791,0.28,0.66,3,184,2,0,0,0,marketing,low
A7792,0.33,0.4,6,214,6,0,0,0,marketing,medium
A7793,0.83,0.68,4,198,3,0,0,0,marketing,medium
A7794,0.89,0.73,3,274,2,0,0,0,sales,medium
A7795,0.76,0.6,5,279,2,0,0,0,sales,medium
A7796,0.83,0.64,5,272,2,0,0,0,sales,medium
A7797,0.57,0.85,4,152,3,0,0,0,sales,medium
A7798,0.61,0.89,2,287,4,0,0,0,sales,medium
A7799,0.96,0.89,2,239,6,1,0,0,sales,medium
A7800,0.17,0.5,4,274,6,0,0,0,sales,medium
A7801,0.61,0.6,4,121,2,0,0,0,sales,medium
A7802,0.73,0.74,5,199,2,0,0,0,sales,medium
A7803,0.3,0.39,3,175,3,0,0,0,sales,medium
A7804,0.42,0.67,2,115,3,0,0,0,sales,high
A7805,0.65,0.75,3,194,4,1,0,0,sales,low
A7806,0.17,0.45,2,119,3,0,0,0,sales,medium
A7807,0.12,0.82,5,162,4,1,0,0,sales,medium
A7808,0.7,0.78,5,264,2,0,0,0,sales,medium
A7809,0.87,0.88,3,179,2,0,0,0,sales,medium
A7810,0.43,0.44,5,213,3,0,0,0,sales,low
A7811,0.84,0.65,3,269,2,0,0,0,sales,low
A7812,0.94,0.55,3,160,3,0,0,0,sales,low
A7813,0.89,0.76,4,133,2,0,0,0,accounting,low
A7814,0.69,0.75,5,201,3,0,0,0,accounting,low
A7815,0.18,0.99,4,160,5,0,0,0,accounting,low
A7816,0.98,0.69,3,274,3,0,0,0,hr,low
A7817,0.3,0.88,5,245,4,0,0,0,hr,low
A7818,0.51,0.53,3,237,3,0,0,0,hr,medium
A7819,0.76,0.9,3,279,6,0,0,0,hr,medium
A7820,0.67,0.96,4,207,3,0,0,0,technical,medium
A7821,0.12,0.84,4,218,6,0,0,0,technical,medium
A7822,0.42,0.41,5,240,2,0,0,0,technical,medium
A7823,0.69,0.76,3,153,3,0,0,0,technical,medium
A7824,0.63,0.96,3,144,2,0,0,0,technical,medium
A7825,0.66,0.62,2,159,3,1,0,0,technical,medium
A7826,0.5,0.5,3,237,2,0,0,0,technical,medium
A7827,0.67,0.82,5,148,2,1,0,0,technical,medium
A7828,0.59,0.62,4,205,3,0,0,0,technical,medium
A7829,0.75,0.78,2,264,3,1,0,0,technical,medium
A7830,0.88,0.89,5,189,2,0,0,0,technical,medium
A7831,0.99,0.75,3,243,3,0,0,0,support,medium
A7832,0.44,0.42,2,199,2,0,0,0,support,medium
A7833,0.65,0.78,4,205,2,0,0,0,support,medium
A7834,0.88,0.63,3,184,4,0,0,0,support,medium
A7835,0.58,0.79,2,274,4,0,0,0,support,medium
A7836,0.99,0.9,4,181,3,0,0,0,support,medium
A7837,0.76,0.71,3,205,2,0,0,0,support,medium
A7838,0.14,0.98,5,172,5,0,0,0,support,medium
A7839,0.57,0.86,3,164,2,0,0,0,support,medium
A7840,0.52,0.82,3,138,2,1,0,0,support,medium
A7841,0.71,0.55,5,262,3,0,0,0,support,medium
A7842,0.27,0.75,5,264,3,0,0,0,technical,medium
A7843,0.49,0.52,3,225,2,0,0,0,technical,high
A7844,0.59,0.5,3,199,2,0,0,0,technical,high
A7845,0.24,0.65,6,210,5,0,0,0,management,high
A7846,0.18,0.87,6,226,4,0,0,0,IT,high
A7847,0.73,0.62,5,134,3,0,0,0,IT,high
A7848,0.78,0.63,6,111,6,0,0,0,IT,high
A7849,0.94,0.73,5,142,2,1,0,0,IT,high
A7850,0.86,0.53,3,213,3,0,0,0,IT,high
A7851,0.97,0.88,4,139,2,0,0,0,product_mng,high
A7852,0.49,0.54,3,145,3,0,0,0,product_mng,high
A7853,0.82,0.48,4,149,6,0,0,0,product_mng,high
A7854,0.86,0.64,4,147,2,1,0,0,product_mng,high
A7855,0.3,0.39,3,193,3,1,0,0,IT,low
A7856,0.7,0.38,4,270,2,0,0,0,RandD,low
A7857,0.8,0.78,5,266,3,0,0,0,RandD,low
A7858,0.36,0.63,2,278,4,0,0,0,RandD,low
A7859,0.4,0.61,3,165,2,0,0,0,RandD,low
A7860,0.8,0.58,4,175,2,0,0,0,RandD,low
A7861,0.98,0.73,4,140,4,0,0,0,marketing,low
A7862,0.92,0.67,3,149,3,0,0,0,sales,low
A7863,0.68,1,3,205,4,0,0,0,accounting,low
A7864,1,0.59,3,253,3,0,0,0,support,low
A7865,0.8,0.54,3,222,4,0,0,0,technical,low
A7866,0.85,0.69,4,216,4,0,0,0,management,low
A7867,0.69,0.6,3,139,2,0,0,0,marketing,low
A7868,0.57,0.52,4,252,2,0,0,0,marketing,low
A7869,0.33,0.72,2,173,2,0,0,0,marketing,low
A7870,0.19,0.48,6,178,3,1,0,0,sales,medium
A7871,0.5,0.63,3,160,2,0,0,0,sales,medium
A7872,0.52,0.88,3,261,4,0,0,0,sales,medium
A7873,0.13,0.52,6,188,3,0,0,0,sales,medium
A7874,0.18,0.73,4,219,5,0,0,0,sales,medium
A7875,0.86,0.64,4,263,3,0,0,0,sales,medium
A7876,0.86,0.59,4,165,3,0,0,0,sales,medium
A7877,0.16,0.76,6,218,6,0,0,0,sales,medium
A7878,0.43,0.46,2,239,3,1,0,0,sales,medium
A7879,0.79,0.63,3,212,2,1,0,0,sales,medium
A7880,0.51,0.67,4,133,3,0,0,0,sales,medium
A7881,0.83,0.55,5,250,3,1,0,0,sales,medium
A7882,0.61,0.45,3,114,3,0,0,0,sales,high
A7883,0.65,0.57,3,168,2,0,0,0,sales,high
A7884,0.95,0.83,4,252,2,0,0,0,sales,high
A7885,0.63,0.64,5,189,4,0,0,0,sales,high
A7886,0.72,0.6,3,265,2,1,0,0,sales,high
A7887,0.8,0.57,3,176,3,0,0,0,sales,high
A7888,0.7,0.57,4,150,4,0,0,0,sales,high
A7889,0.45,0.79,5,97,6,1,0,0,accounting,high
A7890,0.64,0.85,4,265,2,0,0,0,accounting,low
A7891,0.94,0.48,4,260,4,0,0,0,accounting,low
A7892,0.57,0.76,4,164,2,0,0,0,hr,low
A7893,0.35,0.56,4,142,2,0,0,0,hr,low
A7894,0.75,0.81,2,247,4,0,0,0,hr,low
A7895,0.7,0.92,5,182,3,0,0,0,hr,low
A7896,0.7,0.47,2,238,3,0,0,0,technical,low
A7897,0.61,0.62,3,191,3,0,0,0,technical,low
A7898,0.78,0.87,4,178,3,0,0,0,technical,medium
A7899,0.97,0.77,4,208,2,0,0,0,technical,medium
A7900,0.51,0.76,3,256,2,0,0,0,technical,medium
A7901,0.56,0.71,5,243,3,0,0,0,technical,medium
A7902,0.87,0.55,3,233,3,0,0,0,technical,medium
A7903,0.64,0.78,5,200,3,0,0,0,technical,medium
A7904,0.6,0.85,2,226,2,1,0,0,technical,medium
A7905,0.9,0.76,2,150,2,0,0,0,technical,medium
A7906,0.54,0.62,2,141,2,0,0,0,technical,medium
A7907,0.23,0.8,5,139,3,0,0,0,support,medium
A7908,0.8,0.81,3,199,4,1,0,0,support,medium
A7909,0.23,0.78,4,154,6,1,0,0,support,medium
A7910,0.81,0.51,3,247,2,0,0,0,support,medium
A7911,0.35,0.6,5,239,5,0,0,0,support,medium
A7912,0.67,0.8,4,137,2,0,0,0,support,medium
A7913,0.46,0.6,4,119,5,0,0,0,support,medium
A7914,0.84,0.98,4,134,5,1,0,0,support,medium
A7915,0.92,0.79,3,243,4,0,0,0,support,medium
A7916,0.75,0.93,5,210,3,0,0,0,support,medium
A7917,0.7,0.57,4,265,2,0,0,0,support,medium
A7918,0.7,0.75,4,204,3,0,0,0,technical,medium
A7919,0.9,0.81,6,273,5,0,0,0,technical,medium
A7920,0.8,1,3,177,2,0,0,0,technical,medium
A7921,0.5,0.65,5,285,6,0,0,0,management,high
A7922,0.84,0.72,4,222,2,0,0,0,IT,low
A7923,0.48,0.94,3,185,2,1,0,0,IT,medium
A7924,0.98,0.87,5,151,6,0,0,0,IT,medium
A7925,0.64,0.96,3,109,4,0,0,0,IT,medium
A7926,0.58,0.53,4,192,4,0,0,0,IT,medium
A7927,0.66,0.89,4,139,3,0,0,0,product_mng,medium
A7928,0.76,0.98,4,191,2,0,0,0,product_mng,medium
A7929,0.32,0.42,6,114,3,0,0,0,product_mng,medium
A7930,0.49,0.87,3,212,2,0,0,0,product_mng,medium
A7931,0.81,0.51,3,162,2,0,0,0,IT,medium
A7932,0.42,0.48,5,191,5,0,0,0,RandD,medium
A7933,0.17,0.85,3,234,3,0,0,0,RandD,low
A7934,0.49,0.59,4,265,3,0,0,0,RandD,low
